Date,PageName,"Post_ID",type,"Number_of_comments","Number_of_shares","Likes.total_likes","Likes.Angry"
"Jan 16, 2020 @ 14:38:39.000","Nitzan Horowitz",10158120072471340,post,337,206,"1,960",281
"Jan 16, 2020 @ 14:10:39.000","Itamar Ben-Gvir",1163732870495718,post,243,32,"1,122",5
"Jan 16, 2020 @ 12:57:34.000","Benny Gantz",468107137200017,post,416,354,"3,384",105
"Jan 16, 2020 @ 12:19:37.000","Naftali Bennett",2819227271432256,post,821,39,"1,896",17
"Jan 16, 2020 @ 12:01:11.000","Stav Shaffir",2589316754621561,"page-update post",6,1,17,0
"Jan 16, 2020 @ 11:24:37.000","Yair Lapid",2860112494047083,post,233,245,"2,461",2
"Jan 16, 2020 @ 10:59:41.000","Ayelet Shaked",2602272176557859,post,"1,800",89,"2,732",284
"Jan 16, 2020 @ 09:49:54.000","Itamar Ben-Gvir",1163529720516033,post,506,103,"1,298",12
"Jan 16, 2020 @ 09:00:18.000","Naftali Bennett",2818901008131549,post,"4,000",107,"4,499",571
"Jan 16, 2020 @ 08:51:27.000","Miri Regev",2712902885473176,post,584,44,623,17
"Jan 16, 2020 @ 08:17:59.000","Benny Gantz",467955220548542,post,403,290,"3,388",30
"Jan 16, 2020 @ 06:16:31.000","Yair Lapid",2859687484089584,post,204,128,"1,603",3
"Jan 16, 2020 @ 05:31:46.000","Gabi Ashkenazi",482265462696357,post,106,48,"1,012",0
"Jan 15, 2020 @ 22:19:00.000","Rafi Peretz",593241931460598,post,"1,500",25,776,274
"Jan 15, 2020 @ 21:57:49.000","Itamar Ben-Gvir",1163075300561475,post,"1,100",376,"2,786",25
"Jan 15, 2020 @ 21:44:06.000","Ayelet Shaked",2601175793334164,post,"1,600",50,"3,490",216
"Jan 15, 2020 @ 21:36:12.000","Benny Gantz",467649753912422,post,426,196,"3,304",2
"Jan 15, 2020 @ 20:15:47.000","Moshe Bogie Ya'alon",3021958917837266,post,743,213,"1,778",23
"Jan 15, 2020 @ 19:54:09.000","Amir Peretz",2790883584308288,post,"3,500",267,"11,190",119
"Jan 15, 2020 @ 19:42:32.000","Yair Lapid",2858775114180821,post,"1,800","1,000","12,535",27
"Jan 15, 2020 @ 19:37:33.000","Gabi Ashkenazi",481933579396212,post,160,179,"1,872",2
"Jan 15, 2020 @ 19:34:16.000","Stav Shaffir",2588651764688060,"pinned post",559,213,"3,000",7
"Jan 15, 2020 @ 19:32:24.000","Amir Peretz",2790851754311471,"page-update post",18,3,38,0
"Jan 15, 2020 @ 18:48:53.000","Nitzan Horowitz",10158117623996340,post,233,12,579,11
"Jan 15, 2020 @ 18:06:38.000","Benny Gantz",467535867257144,post,659,415,"4,036",4
"Jan 15, 2020 @ 17:50:37.000","Benjamin Netanyahu",10156983673872076,post,"1,500",965,"9,823",29
"Jan 15, 2020 @ 16:48:13.000","Itamar Ben-Gvir",1162858527249819,post,843,191,"3,282",4
"Jan 15, 2020 @ 16:32:04.000","Amir Peretz",2790567777673202,"page-update post",11,3,23,0
"Jan 15, 2020 @ 16:29:41.000","Nitzan Horowitz",10158117259981340,"page-update post",6,1,24,0
"Jan 15, 2020 @ 16:01:39.000","Naftali Bennett",2817404061614577,post,"4,700",432,"7,922",271
"Jan 15, 2020 @ 15:01:59.000","Nitzan Horowitz",10158117067326340,post,64,53,974,4
"Jan 15, 2020 @ 14:56:02.000","Ehud Barak",2969806313051625,post,396,123,"2,880",3
"Jan 15, 2020 @ 14:13:48.000","Stav Shaffir",630099791080048,"live post",741,84,0,0
"Jan 15, 2020 @ 12:44:46.000","Bezazel Smotrich",1520919864729052,post,402,40,797,23
"Jan 15, 2020 @ 12:27:48.000","Benny Gantz",467312513946146,post,"1,000",51,"3,349",9
"Jan 15, 2020 @ 11:15:14.000","Benjamin Netanyahu",10156982889632076,post,434,244,"2,552",19
"Jan 15, 2020 @ 10:36:00.000","Nitzan Horowitz",10158116582461340,post,191,22,371,13
"Jan 15, 2020 @ 09:28:02.000","Merav Michaeli",2914253341931686,post,57,16,629,0
"Jan 15, 2020 @ 09:18:22.000","Naftali Bennett",2816716455016671,post,"1,200",394,"8,532",12
"Jan 15, 2020 @ 09:08:58.000","Yair Lapid",2857711024287230,post,164,276,"3,167",2
"Jan 15, 2020 @ 06:13:41.000","Miri Regev",2710563252373806,post,375,81,"1,632",4
"Jan 15, 2020 @ 05:55:09.000","Itamar Ben-Gvir",1162411837294488,post,112,108,687,110
"Jan 15, 2020 @ 05:45:28.000","Avigdor Liberman",3009038555775739,post,932,274,"1,476",171
"Jan 14, 2020 @ 20:47:54.000","Benny Gantz",466868827323848,post,211,122,"1,573",0
"Jan 14, 2020 @ 20:22:48.000","Naftali Bennett",2815650865123230,post,438,36,"1,174",10
"Jan 14, 2020 @ 19:32:36.000","Nitzan Horowitz",10158114744396340,post,277,13,395,30
"Jan 14, 2020 @ 19:12:31.000","Merav Michaeli",2913005202056500,post,125,31,342,1
"Jan 14, 2020 @ 18:18:35.000","Amir Peretz",2788622391201074,post,"2,300",238,"4,248",68
"Jan 14, 2020 @ 17:10:47.000","Benjamin Netanyahu",10156980617917076,post,606,520,"5,305",8
"Jan 14, 2020 @ 17:08:18.000","Benny Gantz",466745767336154,post,419,231,"6,392",1
"Jan 14, 2020 @ 16:38:30.000","Itamar Ben-Gvir",1161907290678276,post,195,89,"1,126",3
"Jan 14, 2020 @ 15:44:41.000","Benjamin Netanyahu",10156980429917076,post,308,72,"1,559",2
"Jan 14, 2020 @ 15:14:35.000","Benny Gantz",466674627343268,post,482,256,"1,964",5
"Jan 14, 2020 @ 14:28:03.000","Orly Levy-Abkasis",3293852177296743,post,426,78,569,11
"Jan 14, 2020 @ 14:02:51.000","Benjamin Netanyahu",10156980214107076,post,609,504,"7,946",7
"Jan 14, 2020 @ 13:42:08.000","Rafi Peretz",592044551580336,post,519,12,526,19
"Jan 14, 2020 @ 13:34:04.000","Nitzan Horowitz",10158113877166340,post,571,75,"1,165",29
"Jan 14, 2020 @ 11:30:16.000","Amir Peretz",2787921221271191,post,"1,900",175,"2,029",35
"Jan 14, 2020 @ 10:29:34.000","Benjamin Netanyahu",10156979883057076,post,529,594,"3,087",34
"Jan 14, 2020 @ 09:46:00.000","Benjamin Netanyahu",10156979827232076,post,158,1,"1,696",15
"Jan 14, 2020 @ 08:30:48.000","Itamar Ben-Gvir",1161565317379140,post,160,82,885,2
"Jan 14, 2020 @ 07:28:13.000","Benny Gantz",466415610702503,post,547,417,"4,274",4
"Jan 14, 2020 @ 07:26:32.000","Benjamin Netanyahu",10156979664657076,post,537,276,"9,249",4
"Jan 14, 2020 @ 06:50:21.000","Miri Regev",2708532992576832,post,458,204,"2,096",22
"Jan 14, 2020 @ 06:07:18.000","Avigdor Liberman",3005410689471859,"pinned post","1,500",205,"1,296",39
"Jan 13, 2020 @ 18:29:06.000","Ayelet Shaked",2596592093792534,post,"1,200",184,"3,605",57
"Jan 13, 2020 @ 18:27:29.000","Naftali Bennett",2813287232026260,post,"1,200",117,"2,244",36
"Jan 13, 2020 @ 17:18:04.000","Nitzan Horowitz",10158111421556340,post,469,27,671,44
"Jan 13, 2020 @ 16:11:36.000","Yair Lapid",2854059301319069,post,495,494,"3,936",365
"Jan 13, 2020 @ 15:51:53.000","Avigdor Liberman",3005952399417688,post,"1,100",237,"1,125",32
"Jan 13, 2020 @ 15:50:11.000","Miri Regev",2707228462707285,post,597,989,"1,371",105
"Jan 13, 2020 @ 15:33:39.000","Benjamin Netanyahu",10156977726542076,post,"1,200",490,"11,896",9
"Jan 13, 2020 @ 15:00:16.000","Nitzan Horowitz",1031975587167284,"live post",437,16,0,0
"Jan 13, 2020 @ 14:48:21.000","Rafi Peretz",591228721661919,post,176,9,504,6
"Jan 13, 2020 @ 14:47:22.000","Benjamin Netanyahu",10156977636407076,post,638,313,"5,916",4
"Jan 13, 2020 @ 14:06:41.000","Benjamin Netanyahu",10156977564207076,post,"1,200","2,800","5,389",194
"Jan 13, 2020 @ 12:59:08.000","Stav Shaffir",2586096544943582,post,741,118,"2,387",1
"Jan 13, 2020 @ 12:06:36.000","Rafi Peretz",591113081673483,post,112,1,176,0
"Jan 13, 2020 @ 11:49:40.000","Benny Gantz",465797730764291,post,754,382,"4,986",1
"Jan 13, 2020 @ 11:47:32.000","Benjamin Netanyahu",10156977326872076,post,583,237,"7,065",5
"Jan 13, 2020 @ 11:14:21.000","Miri Regev",2706720872758044,post,341,23,453,12
"Jan 13, 2020 @ 09:09:14.000","Rafi Peretz",468869727111562,"live post",21,0,0,0
"Jan 13, 2020 @ 08:19:00.000","Yair Lapid",2853283234730009,post,85,169,865,24
"Jan 13, 2020 @ 08:14:19.000","Naftali Bennett",2812232238798426,post,366,66,"2,511",3
"Jan 13, 2020 @ 08:14:10.000","Ehud Barak",2964535300245393,post,126,296,925,12
"Jan 13, 2020 @ 07:12:46.000","Itzik Shmuli",2607098612678042,post,370,34,964,7
"Jan 13, 2020 @ 06:04:26.000","Naftali Bennett",2812068628814787,post,439,126,"3,880",5
"Jan 13, 2020 @ 05:39:20.000","Merav Michaeli",2909416362415384,post,622,21,"1,363",6
"Jan 13, 2020 @ 05:12:06.000","Itamar Ben-Gvir",1160492970819708,post,175,84,"1,126",1
"Jan 13, 2020 @ 04:27:10.000","Amir Peretz",2784543178275662,post,"4,100",331,"11,420",139
"Jan 13, 2020 @ 04:27:02.000","Nitzan Horowitz",10158110105931340,post,852,56,"1,971",26
"Jan 12, 2020 @ 22:36:44.000","Amir Peretz",2784689848260995,"page-update post",7,0,32,0
"Jan 12, 2020 @ 19:39:54.000","Benny Gantz",465344870809577,post,700,"1,200","4,688",33
"Jan 12, 2020 @ 19:26:24.000","Itamar Ben-Gvir",1160131494189189,post,147,165,914,246
"Jan 12, 2020 @ 19:19:34.000","Stav Shaffir",2585334031686500,post,838,142,"1,807",18
"Jan 12, 2020 @ 18:46:00.000","Yair Lapid",2852120121512987,post,153,178,"1,918",15
"Jan 12, 2020 @ 18:35:22.000","Ehud Barak",2963285633703693,post,989,406,"3,565",24
"Jan 12, 2020 @ 18:02:14.000","Stav Shaffir",2585265715026665,post,272,267,"1,420",13
"Jan 12, 2020 @ 16:11:14.000","Aryeh Deri",2581793215207467,post,329,168,"4,895",6
"Jan 12, 2020 @ 16:01:44.000","Miri Regev",2705075472922584,post,682,371,"2,141",17
"Jan 12, 2020 @ 15:49:32.000","Itamar Ben-Gvir",1159962994206039,post,49,66,435,2
"Jan 12, 2020 @ 15:32:51.000","Ehud Barak",2962942020404721,post,149,167,"1,387",4
"Jan 12, 2020 @ 15:22:21.000","Yair Lapid",2851746421550357,post,200,171,"2,105",3
"Jan 12, 2020 @ 15:13:47.000","Ayelet Shaked",2594065234045220,post,286,104,"1,439",3
"Jan 12, 2020 @ 15:03:42.000","Benjamin Netanyahu",10156975062652076,post,802,491,"16,073",5
"Jan 12, 2020 @ 14:52:35.000","Benjamin Netanyahu",2523815404573318,"live post","1,200",891,0,0
"Jan 12, 2020 @ 14:45:08.000","Merav Michaeli",2907951005895253,post,102,129,"2,214",102
"Jan 12, 2020 @ 14:32:16.000","Nitzan Horowitz",10158107885486340,post,130,59,626,13
"Jan 12, 2020 @ 14:19:55.000","Benny Gantz",465138007496930,post,668,185,"3,342",3
"Jan 12, 2020 @ 13:44:19.000","Stav Shaffir",2585037465049490,post,432,260,"1,299",10
"Jan 12, 2020 @ 12:32:40.000","Ayelet Shaked",2593760790742331,post,46,33,467,0
"Jan 12, 2020 @ 11:29:31.000","Itzik Shmuli",2605314552856448,post,128,183,626,92
"Jan 12, 2020 @ 11:15:58.000","Benjamin Netanyahu",10156974689117076,post,635,551,"6,114",6
"Jan 12, 2020 @ 10:36:29.000","Yair Lapid",2851243674933965,post,758,"1,100","3,502",797
"Jan 12, 2020 @ 10:07:56.000","Itamar Ben-Gvir",1159682060900799,post,16,54,438,0
"Jan 12, 2020 @ 09:10:25.000","Ehud Barak",2962235590475364,post,503,601,"2,711",86
"Jan 12, 2020 @ 07:58:21.000","Benjamin Netanyahu",10156974400757076,post,656,523,"3,074",147
"Jan 12, 2020 @ 06:54:33.000","Itamar Ben-Gvir",1159562027579469,post,61,28,499,0
"Jan 12, 2020 @ 06:00:01.000","Avigdor Liberman",2996052360407692,post,988,161,"1,172",29
"Jan 11, 2020 @ 19:55:55.000","Amir Peretz",2782216071841706,post,"3,400",750,"10,070",116
"Jan 11, 2020 @ 18:32:53.000","Itamar Ben-Gvir",1159089270960078,post,95,34,756,4
"Jan 11, 2020 @ 18:27:35.000","Miri Regev",2703138329782965,post,335,492,"2,433",19
"Jan 11, 2020 @ 17:58:29.000","Benjamin Netanyahu",10156972663357076,post,"2,900","2,400","14,924",36
"Jan 11, 2020 @ 17:08:08.000","Ayelet Shaked",2592050734246670,post,43,85,613,1
"Jan 11, 2020 @ 17:07:35.000","Stav Shaffir",2584113231808580,post,88,53,747,0
"Jan 11, 2020 @ 17:04:51.000","Naftali Bennett",2808681432486840,post,176,45,875,2
"Jan 11, 2020 @ 16:52:57.000","Moshe Bogie Ya'alon",3012470858786072,post,228,200,610,8
"Jan 11, 2020 @ 16:29:59.000","Yair Lapid",2849548898436776,post,232,480,"1,693",19
"Jan 11, 2020 @ 16:23:38.000","Gabi Ashkenazi",478177613105142,post,424,216,"3,355",0
"Jan 11, 2020 @ 16:07:23.000","Benjamin Netanyahu",10156972411562076,post,454,467,"11,361",6
"Jan 11, 2020 @ 15:59:11.000","Benny Gantz",464413977569333,post,558,781,"2,711",25
"Jan 11, 2020 @ 09:04:31.000","Avigdor Liberman",575365613011184,"live post",748,95,0,0
"Jan 10, 2020 @ 17:30:42.000","Tamar Zandberg",1802138373249655,post,542,242,"1,984",194
"Jan 10, 2020 @ 17:12:38.000","Ehud Barak",2958414847524105,post,134,86,571,0
"Jan 10, 2020 @ 13:29:39.000","Stav Shaffir",2582798335273403,post,153,186,"1,147",1
"Jan 10, 2020 @ 13:19:58.000","Benny Gantz",463522624325135,post,192,189,"3,328",3
"Jan 10, 2020 @ 13:00:59.000","Benjamin Netanyahu",10156969262097076,post,"1,900",234,"14,322",7
"Jan 10, 2020 @ 12:46:37.000","Ayelet Shaked",2589332854518458,post,242,79,"4,717",0
"Jan 10, 2020 @ 12:46:30.000","Itzik Shmuli",2600924699962100,post,925,798,"8,155",5
"Jan 10, 2020 @ 12:24:53.000","Gabi Ashkenazi",477038819885688,post,733,341,"4,247",3
"Jan 10, 2020 @ 11:16:44.000","Benny Gantz",463442070999857,post,819,337,"3,643",4
"Jan 10, 2020 @ 10:39:42.000","Miri Regev",2700071306756334,post,222,76,861,2
"Jan 10, 2020 @ 10:00:16.000","Avigdor Liberman",2997955243550737,post,"1,000",179,"1,908",29
"Jan 10, 2020 @ 08:45:49.000","Moshe Feiglin",2726082950804136,post,101,15,774,0
"Jan 10, 2020 @ 08:25:38.000","Benny Gantz",463354644341933,post,831,694,"7,755",291
"Jan 10, 2020 @ 07:39:07.000","Itamar Ben-Gvir",1157563367779335,post,190,54,900,0
"Jan 10, 2020 @ 07:29:24.000","Benjamin Netanyahu",10156968767487076,post,681,"1,700","8,083",14
"Jan 10, 2020 @ 07:25:57.000","Yair Lapid",2845448282180171,post,317,210,"1,518",12
"Jan 10, 2020 @ 06:37:01.000","Itzik Shmuli",2600395980014972,post,181,72,745,0
"Jan 9, 2020 @ 19:42:29.000","Nitzan Horowitz",10158099209326340,post,582,367,"2,590",457
"Jan 9, 2020 @ 19:39:00.000","Bezazel Smotrich",1514726532015052,post,94,10,335,3
"Jan 9, 2020 @ 18:54:29.000","Aryeh Deri",2575719645814824,post,409,121,"2,466",5
"Jan 9, 2020 @ 18:36:56.000","Yair Lapid",2845335855524747,post,"1,000",693,"5,191",439
"Jan 9, 2020 @ 17:02:20.000","Itzik Shmuli",2599255826795654,post,23,35,435,0
"Jan 9, 2020 @ 17:00:20.000","Bezazel Smotrich",1514607288693643,post,173,4,516,3
"Jan 9, 2020 @ 16:30:21.000","Naftali Bennett",2804138832941100,post,512,253,"4,805",18
"Jan 9, 2020 @ 16:26:30.000","Ayelet Shaked",2587592161359194,post,47,14,312,0
"Jan 9, 2020 @ 15:01:03.000","Moshe Feiglin",2886737451370786,"live post",132,12,0,0
"Jan 9, 2020 @ 14:17:40.000","Itamar Ben-Gvir",1156922761176729,post,187,31,829,8
"Jan 9, 2020 @ 14:14:19.000","Miri Regev",2698295956933869,post,41,40,536,0
"Jan 9, 2020 @ 13:23:17.000","Merav Michaeli",2900579146632439,post,57,30,492,16
"Jan 9, 2020 @ 12:57:32.000","Itamar Ben-Gvir",1156859301183075,post,15,24,154,1
"Jan 9, 2020 @ 12:55:50.000","Benjamin Netanyahu",10156966342352076,post,"1,000",472,"18,000",6
"Jan 9, 2020 @ 12:25:59.000","Benjamin Netanyahu",10156966284002076,post,554,320,"6,635",5
"Jan 9, 2020 @ 11:34:14.000","Bezazel Smotrich",1514332395387799,post,261,16,562,5
"Jan 9, 2020 @ 10:53:13.000","Moshe Feiglin",2725432277535870,post,121,106,"1,132",6
"Jan 9, 2020 @ 10:27:06.000","Tamar Zandberg",1800575883405904,post,135,67,634,11
"Jan 9, 2020 @ 10:26:37.000","Nitzan Horowitz",10158098069806340,post,122,55,631,75
"Jan 9, 2020 @ 09:56:39.000","Benny Gantz",462634531080611,post,263,146,"3,301",5
"Jan 9, 2020 @ 08:10:22.000","Ayelet Shaked",2586794468105630,post,82,53,"2,368",1
"Jan 9, 2020 @ 07:53:02.000","Gabi Ashkenazi",475969926659244,post,203,106,"2,446",0
"Jan 9, 2020 @ 07:18:59.000","Avigdor Liberman",2995293570483571,post,"2,300",175,"1,542",116
"Jan 9, 2020 @ 06:44:40.000","Itzik Shmuli",2598303500224220,post,153,111,"2,350",2
"Jan 9, 2020 @ 06:22:15.000","Itamar Ben-Gvir",1156612944541044,post,62,46,"1,133",2
"Jan 9, 2020 @ 05:22:54.000","Benjamin Netanyahu",10156965731607076,post,843,404,"4,206",27
"Jan 8, 2020 @ 22:59:14.000","Itamar Ben-Gvir",1156332357902436,post,119,21,898,18
"Jan 8, 2020 @ 21:09:48.000","Rafi Peretz",587027955415329,post,76,57,834,0
"Jan 8, 2020 @ 18:57:26.000","Stav Shaffir",2580963348790235,"pinned post",595,149,"1,007",16
"Jan 8, 2020 @ 17:32:04.000","Avigdor Liberman",2993976727281922,post,"2,200",538,"5,880",15
"Jan 8, 2020 @ 17:15:28.000","Amir Peretz",2775189842544329,post,"3,800",358,"6,287",129
"Jan 8, 2020 @ 16:44:38.000","Ayelet Shaked",2585519748233102,post,105,107,"1,536",0
"Jan 8, 2020 @ 16:36:30.000","Itamar Ben-Gvir",1156011617934510,post,81,163,784,0
"Jan 8, 2020 @ 16:23:54.000","Benny Gantz",462122334465164,post,293,410,"5,988",3
"Jan 8, 2020 @ 16:20:06.000","Miri Regev",2696364647127000,post,386,125,"3,909",5
"Jan 8, 2020 @ 14:58:50.000","Benjamin Netanyahu",10156963698332076,post,"2,000","1,300","15,498","1,231"
"Jan 8, 2020 @ 14:00:35.000","Itzik Shmuli",2596815927039644,post,181,172,723,43
"Jan 8, 2020 @ 13:26:35.000","Itamar Ben-Gvir",1155845151284490,post,172,65,587,3
"Jan 8, 2020 @ 13:08:31.000","Miri Regev",2696018943828237,post,73,13,587,0
"Jan 8, 2020 @ 12:24:53.000","Benny Gantz",461960797814651,post,"1,100",577,"4,645",8
"Jan 8, 2020 @ 12:17:05.000","Naftali Bennett",2801536939867956,post,248,131,"1,845",0
"Jan 8, 2020 @ 12:14:29.000","Itamar Ben-Gvir",1155789577956714,post,123,98,572,90
"Jan 8, 2020 @ 12:02:15.000","Benjamin Netanyahu",10156963430337076,post,"1,400","1,700","11,996",13
"Jan 8, 2020 @ 09:49:44.000","Stav Shaffir",2580507462169157,post,203,230,848,4
"Jan 8, 2020 @ 08:09:02.000","Itzik Shmuli",2596268760427694,post,13,25,151,29
"Jan 8, 2020 @ 06:57:50.000","Yair Lapid",2842041442520855,post,209,244,"2,612",4
"Jan 7, 2020 @ 21:12:05.000","Ehud Barak",2951957764836480,post,261,205,"1,973",0
"Jan 7, 2020 @ 19:55:20.000","Orly Levy-Abkasis",3277604155588212,post,98,74,553,4
"Jan 7, 2020 @ 18:45:37.000","Benny Gantz",461440781199986,post,245,101,"1,358",1
"Jan 7, 2020 @ 18:25:07.000","Amir Peretz",2773020689427911,post,"4,400",720,"8,491",83
"Jan 7, 2020 @ 17:41:18.000","Nitzan Horowitz",10158092985816340,post,"1,200",249,"2,608",32
"Jan 7, 2020 @ 17:11:20.000","Benny Gantz",461399004537497,post,628,591,"3,028",6
"Jan 7, 2020 @ 16:41:54.000","Ayelet Shaked",2583414205110323,post,624,406,"3,564",14
"Jan 7, 2020 @ 16:30:20.000","Stav Shaffir",2579804405572796,post,215,406,937,63
"Jan 7, 2020 @ 16:17:11.000","Avigdor Liberman",2991541794192082,post,"2,500",764,"3,874",354
"Jan 7, 2020 @ 16:16:41.000","Rafi Peretz",585979488853509,post,82,4,165,0
"Jan 7, 2020 @ 14:51:19.000","Naftali Bennett",2799611020060548,post,257,199,"4,411",0
"Jan 7, 2020 @ 13:26:55.000","Miri Regev",2693872914042840,post,327,40,"1,457",7
"Jan 7, 2020 @ 13:06:11.000","Moshe Feiglin",2721407407938357,post,108,119,794,1
"Jan 7, 2020 @ 12:28:03.000","Benjamin Netanyahu",10156960580002076,post,928,"1,900","5,967",17
"Jan 7, 2020 @ 11:33:25.000","Merav Michaeli",2895842457106108,post,372,117,"1,414",60
"Jan 7, 2020 @ 10:32:07.000","Moshe Bogie Ya'alon",3002602306439594,post,670,329,"1,416",71
"Jan 7, 2020 @ 09:04:31.000","Nitzan Horowitz",10158091969376340,post,533,224,"1,489",99
"Jan 7, 2020 @ 07:46:43.000","Benny Gantz",461098447900886,post,522,381,"3,330",9
"Jan 7, 2020 @ 07:31:50.000","Orly Levy-Abkasis",3276288995719728,post,116,87,460,2
"Jan 7, 2020 @ 06:29:17.000","Avigdor Liberman",2990597807619814,post,"1,700",341,"2,669",490
"Jan 7, 2020 @ 05:41:29.000","Yair Lapid",2839797862745213,post,694,366,"2,267",241
"Jan 6, 2020 @ 20:44:12.000","Itamar Ben-Gvir",1154321848103487,post,94,394,"1,104",130
"Jan 6, 2020 @ 20:34:04.000","Naftali Bennett",2797997816888535,post,147,127,"1,608",3
"Jan 6, 2020 @ 18:08:28.000","Miri Regev",2692235544206577,post,338,96,"1,628",1
"Jan 6, 2020 @ 17:36:26.000","Itzik Shmuli",2592922457428991,post,98,54,531,0
"Jan 6, 2020 @ 17:30:22.000","Naftali Bennett",2797693653585618,post,354,78,"2,591",2
"Jan 6, 2020 @ 17:03:43.000","Ayelet Shaked",2581352865316457,post,110,58,"1,485",1
"Jan 6, 2020 @ 16:32:12.000","Amir Peretz",2770851806311466,post,725,224,"1,521",15
"Jan 6, 2020 @ 16:32:08.000","Avigdor Liberman",1204444993093362,post,717,103,649,23
"Jan 6, 2020 @ 16:26:00.000","Ayelet Shaked",2581277068657370,post,146,140,"1,303",2
"Jan 6, 2020 @ 16:22:17.000","Yair Lapid",2838580779533588,post,305,440,"2,540",8
"Jan 6, 2020 @ 16:00:42.000","Rafi Peretz",585116878939770,post,27,11,101,0
"Jan 6, 2020 @ 15:13:05.000","Miri Regev",2691900934240038,post,789,179,"2,016",12
"Jan 6, 2020 @ 14:52:23.000","Nitzan Horowitz",10158089469231340,post,770,949,"2,967",317
"Jan 6, 2020 @ 13:13:55.000","Moshe Feiglin",2719303144815450,post,404,135,"1,695",1
"Jan 6, 2020 @ 12:57:15.000","Avigdor Liberman",2988879764458285,post,32,0,70,0
"Jan 6, 2020 @ 11:59:49.000","Benny Gantz",460448174632580,post,963,865,"4,935",405
"Jan 6, 2020 @ 11:36:08.000","Naftali Bennett",2797057903649193,post,198,72,"1,575",0
"Jan 6, 2020 @ 11:10:39.000","Orly Levy-Abkasis",3274248105923817,post,126,49,958,15
"Jan 6, 2020 @ 11:05:18.000","Merav Michaeli",2893547727335581,post,40,77,879,0
"Jan 6, 2020 @ 10:18:19.000","Rafi Peretz",584874248964033,post,58,3,145,1
"Jan 6, 2020 @ 09:55:35.000","Ayelet Shaked",2580619552056455,post,103,74,"1,305",0
"Jan 6, 2020 @ 09:34:23.000","Benny Gantz",460372267973504,post,436,820,"2,517",63
"Jan 6, 2020 @ 07:50:31.000","Yair Lapid",2837743036284029,post,219,159,"2,686",0
"Jan 5, 2020 @ 20:53:46.000","Itamar Ben-Gvir",1153392771529728,post,89,46,704,0
"Jan 5, 2020 @ 20:40:17.000","Yair Lapid",2836829793042020,post,387,544,"2,465",15
"Jan 5, 2020 @ 19:33:33.000","Stav Shaffir",2577872852432618,post,200,129,"1,146",50
"Jan 5, 2020 @ 18:41:55.000","Ehud Barak",2947125895319667,post,"1,200",734,"2,943",33
"Jan 5, 2020 @ 18:19:39.000","Ayelet Shaked",2579346182183792,post,242,154,"1,032",8
"Jan 5, 2020 @ 18:03:57.000","Ehud Barak",2947059085326348,post,147,170,993,7
"Jan 5, 2020 @ 16:08:48.000","Naftali Bennett",2795335423821441,post,147,31,"1,064",1
"Jan 5, 2020 @ 15:24:59.000","Nitzan Horowitz",10158086368651340,post,109,56,721,4
"Jan 5, 2020 @ 15:12:28.000","Moshe Bogie Ya'alon",2998636083502883,post,929,"1,100","4,895",95
"Jan 5, 2020 @ 15:07:31.000","Avigdor Liberman",2986704041342524,post,"2,000",466,"2,872",357
"Jan 5, 2020 @ 14:46:56.000","Orly Levy-Abkasis",3272233772791917,post,164,345,979,32
"Jan 5, 2020 @ 14:33:32.000","Amir Peretz",2768387653224548,post,"1,400",590,"2,874",86
"Jan 5, 2020 @ 14:13:41.000","Moshe Bogie Ya'alon",2998520460181112,post,508,136,910,6
